t,trav_lidar,trav_thermal_filt,trav_eff
12.354,1.0,1.0,1.0
12.456,1.0,1.0,1.0
12.556,1.0,1.0,1.0
12.658,1.0,1.0,1.0
12.761,1.0,1.0,1.0
12.861,1.0,1.0,1.0
12.965,1.0,1.0,1.0
13.068,1.0,1.0,1.0
13.172,1.0,1.0,1.0
13.274,1.0,1.0,1.0
13.374,1.0,1.0,1.0
13.477,1.0,1.0,1.0
13.577,1.0,1.0,1.0
13.677,1.0,1.0,1.0
13.779,1.0,1.0,1.0
13.883,1.0,1.0,1.0
13.983,1.0,1.0,1.0
14.086,1.0,1.0,1.0
14.186,1.0,1.0,1.0
14.288,1.0,1.0,1.0
14.391,1.0,1.0,1.0
14.495,1.0,1.0,1.0
14.596,1.0,1.0,1.0
14.696,1.0,1.0,1.0
14.797,1.0,1.0,1.0
14.9,1.0,1.0,1.0
15.003,1.0,1.0,1.0
15.106,1.0,1.0,1.0
15.209,1.0,1.0,1.0
15.312,1.0,1.0,1.0
15.414,1.0,1.0,1.0
15.515,1.0,1.0,1.0
15.617,1.0,1.0,1.0
15.722,1.0,1.0,1.0
15.822,1.0,1.0,1.0
15.926,1.0,1.0,1.0
16.027,1.0,1.0,1.0
16.131,1.0,1.0,1.0
16.233,1.0,1.0,1.0
16.338,1.0,1.0,1.0
16.437,1.0,1.0,1.0
16.54,1.0,1.0,1.0
16.644,1.0,1.0,1.0
16.746,1.0,1.0,1.0
16.847,1.0,1.0,1.0
16.948,1.0,1.0,1.0
17.052,1.0,1.0,1.0
17.156,1.0,1.0,1.0
17.258,1.0,1.0,1.0
17.36,1.0,1.0,1.0
17.464,1.0,1.0,1.0
17.564,1.0,1.0,1.0
17.666,1.0,1.0,1.0
17.77,1.0,1.0,1.0
17.873,1.0,1.0,1.0
17.976,1.0,1.0,1.0
18.079,1.0,1.0,1.0
18.185,1.0,1.0,1.0
18.284,1.0,1.0,1.0
18.386,1.0,1.0,1.0
18.489,1.0,1.0,1.0
18.593,1.0,1.0,1.0
18.695,1.0,1.0,1.0
18.796,1.0,1.0,1.0
18.9,1.0,1.0,1.0
19.0,1.0,1.0,1.0
19.103,1.0,1.0,1.0
19.205,1.0,1.0,1.0
19.306,1.0,1.0,1.0
19.411,1.0,1.0,1.0
19.514,1.0,1.0,1.0
19.616,1.0,1.0,1.0
19.718,1.0,1.0,1.0
19.82,1.0,1.0,1.0
19.924,1.0,1.0,1.0
20.025,1.0,1.0,1.0
20.127,1.0,1.0,1.0
20.227,1.0,1.0,1.0
20.329,1.0,1.0,1.0
20.431,1.0,1.0,1.0
20.534,1.0,1.0,1.0
20.639,1.0,1.0,1.0
20.742,1.0,1.0,1.0
20.844,1.0,1.0,1.0
20.947,1.0,1.0,1.0
21.049,1.0,1.0,1.0
21.151,1.0,1.0,1.0
21.252,1.0,1.0,1.0
21.353,1.0,1.0,1.0
21.453,1.0,1.0,1.0
21.556,1.0,1.0,1.0
21.658,1.0,1.0,1.0
21.759,1.0,1.0,1.0
21.86,1.0,1.0,1.0
21.964,1.0,1.0,1.0
22.068,1.0,1.0,1.0
22.171,1.0,1.0,1.0
22.273,1.0,1.0,1.0
22.374,1.0,1.0,1.0
22.475,1.0,1.0,1.0
22.578,1.0,1.0,1.0
22.678,1.0,1.0,1.0
22.781,1.0,1.0,1.0
22.887,1.0,1.0,1.0
22.99,1.0,1.0,1.0
23.091,1.0,1.0,1.0
23.195,1.0,1.0,1.0
23.298,1.0,1.0,1.0
23.402,1.0,1.0,1.0
23.507,1.0,1.0,1.0
23.611,1.0,1.0,1.0
23.716,1.0,1.0,1.0
23.817,1.0,1.0,1.0
23.919,1.0,1.0,1.0
24.022,1.0,1.0,1.0
24.123,1.0,1.0,1.0
24.225,1.0,1.0,1.0
24.328,1.0,1.0,1.0
24.431,1.0,1.0,1.0
24.534,1.0,1.0,1.0
24.638,1.0,1.0,1.0
24.741,1.0,1.0,1.0
24.843,1.0,1.0,1.0
24.946,1.0,1.0,1.0
25.05,1.0,1.0,1.0
25.152,1.0,1.0,1.0
25.255,1.0,1.0,1.0
25.356,1.0,1.0,1.0
25.461,1.0,1.0,1.0
25.563,1.0,1.0,1.0
25.666,1.0,1.0,1.0
25.768,1.0,1.0,1.0
25.87,1.0,1.0,1.0
25.972,1.0,1.0,1.0
26.075,1.0,1.0,1.0
26.178,1.0,1.0,1.0
26.279,1.0,1.0,1.0
26.384,1.0,1.0,1.0
26.486,1.0,1.0,1.0
26.586,1.0,1.0,1.0
26.688,1.0,1.0,1.0
26.79,1.0,1.0,1.0
26.893,1.0,1.0,1.0
26.997,1.0,1.0,1.0
27.1,1.0,1.0,1.0
27.202,1.0,1.0,1.0
27.306,1.0,1.0,1.0
27.409,1.0,1.0,1.0
27.51,1.0,1.0,1.0
27.611,1.0,1.0,1.0
27.714,1.0,1.0,1.0
27.816,1.0,1.0,1.0
27.919,1.0,1.0,1.0
28.023,1.0,1.0,1.0
28.128,1.0,1.0,1.0
28.23,1.0,1.0,1.0
28.332,1.0,1.0,1.0
28.433,1.0,1.0,1.0
28.534,1.0,1.0,1.0
28.637,1.0,1.0,1.0
28.74,1.0,1.0,1.0
28.841,1.0,1.0,1.0
28.944,1.0,1.0,1.0
29.048,1.0,1.0,1.0
29.151,1.0,1.0,1.0
29.255,1.0,1.0,1.0
29.36,1.0,1.0,1.0
29.46,1.0,1.0,1.0
29.561,1.0,1.0,1.0
29.662,1.0,1.0,1.0
29.764,1.0,1.0,1.0
29.867,1.0,1.0,1.0
29.97,1.0,1.0,1.0
30.076,1.0,1.0,1.0
30.179,1.0,1.0,1.0
30.282,1.0,1.0,1.0
30.386,1.0,1.0,1.0
30.489,1.0,1.0,1.0
30.594,1.0,1.0,1.0
30.698,1.0,1.0,1.0
30.798,1.0,1.0,1.0
30.902,1.0,1.0,1.0
31.006,1.0,1.0,1.0
31.107,1.0,1.0,1.0
31.209,1.0,1.0,1.0
31.31,1.0,1.0,1.0
31.412,1.0,1.0,1.0
31.516,1.0,1.0,1.0
31.618,1.0,1.0,1.0
31.721,1.0,1.0,1.0
31.825,1.0,1.0,1.0
31.927,1.0,1.0,1.0
32.031,1.0,1.0,1.0
32.131,1.0,1.0,1.0
32.232,1.0,1.0,1.0
32.333,1.0,1.0,1.0
32.434,1.0,1.0,1.0
32.537,1.0,1.0,1.0
32.64,1.0,1.0,1.0
32.743,1.0,1.0,1.0
32.845,1.0,1.0,1.0
32.948,1.0,1.0,1.0
33.052,1.0,1.0,1.0
33.155,1.0,1.0,1.0
33.255,1.0,1.0,1.0
33.357,1.0,1.0,1.0
33.459,1.0,1.0,1.0
33.561,1.0,1.0,1.0
33.663,1.0,1.0,1.0
33.766,1.0,1.0,1.0
33.869,1.0,1.0,1.0
33.973,1.0,1.0,1.0
34.074,1.0,1.0,1.0
34.18,1.0,1.0,1.0
34.283,1.0,1.0,1.0
34.387,1.0,1.0,1.0
34.487,1.0,1.0,1.0
34.589,1.0,1.0,1.0
34.693,1.0,1.0,1.0
34.797,1.0,1.0,1.0
34.9,1.0,1.0,1.0
35.003,1.0,1.0,1.0
35.106,1.0,1.0,1.0
