t,trav_lidar,trav_thermal_filt,trav_eff
15.219,1.0,1.0,1.0
15.321,1.0,1.0,1.0
15.425,1.0,1.0,1.0
15.527,1.0,1.0,1.0
15.628,1.0,1.0,1.0
15.731,1.0,1.0,1.0
15.834,1.0,1.0,1.0
15.937,1.0,1.0,1.0
16.04,1.0,1.0,1.0
16.142,1.0,1.0,1.0
16.242,1.0,1.0,1.0
16.344,1.0,1.0,1.0
16.448,1.0,1.0,1.0
16.551,1.0,1.0,1.0
16.651,1.0,1.0,1.0
16.752,1.0,1.0,1.0
16.853,1.0,1.0,1.0
16.957,1.0,1.0,1.0
17.058,1.0,1.0,1.0
17.162,1.0,1.0,1.0
17.266,1.0,1.0,1.0
17.369,1.0,1.0,1.0
17.469,1.0,1.0,1.0
17.57,1.0,1.0,1.0
17.672,1.0,1.0,1.0
17.773,1.0,1.0,1.0
17.874,1.0,1.0,1.0
17.977,1.0,1.0,1.0
18.078,1.0,1.0,1.0
18.182,1.0,1.0,1.0
18.285,1.0,1.0,1.0
18.387,1.0,1.0,1.0
18.491,1.0,1.0,1.0
18.592,1.0,1.0,1.0
18.695,1.0,1.0,1.0
18.798,1.0,1.0,1.0
18.899,1.0,1.0,1.0
19.003,1.0,1.0,1.0
19.106,1.0,1.0,1.0
19.209,1.0,1.0,1.0
19.312,1.0,1.0,1.0
19.418,1.0,1.0,1.0
19.52,1.0,1.0,1.0
19.625,1.0,1.0,1.0
19.728,1.0,1.0,1.0
19.83,1.0,1.0,1.0
19.934,1.0,1.0,1.0
20.036,1.0,1.0,1.0
20.137,1.0,1.0,1.0
20.24,1.0,1.0,1.0
20.342,1.0,1.0,1.0
20.445,1.0,1.0,1.0
20.547,1.0,1.0,1.0
20.649,1.0,1.0,1.0
20.75,1.0,1.0,1.0
20.855,1.0,1.0,1.0
20.957,1.0,1.0,1.0
21.059,1.0,1.0,1.0
21.16,1.0,1.0,1.0
21.263,1.0,1.0,1.0
21.366,1.0,1.0,1.0
21.468,1.0,1.0,1.0
21.573,1.0,1.0,1.0
21.676,1.0,1.0,1.0
21.783,1.0,1.0,1.0
21.883,1.0,1.0,1.0
21.986,1.0,1.0,1.0
22.087,1.0,1.0,1.0
22.19,1.0,1.0,1.0
22.293,1.0,1.0,1.0
22.395,1.0,1.0,1.0
22.496,1.0,1.0,1.0
22.598,1.0,1.0,1.0
22.701,1.0,1.0,1.0
22.804,1.0,1.0,1.0
22.905,1.0,1.0,1.0
23.006,1.0,1.0,1.0
23.11,1.0,1.0,1.0
23.214,1.0,1.0,1.0
23.319,1.0,1.0,1.0
23.422,1.0,1.0,1.0
23.525,1.0,1.0,1.0
23.629,1.0,1.0,1.0
23.73,1.0,1.0,1.0
23.831,1.0,1.0,1.0
23.933,1.0,1.0,1.0
24.037,1.0,1.0,1.0
24.138,1.0,1.0,1.0
24.241,1.0,1.0,1.0
24.344,1.0,1.0,1.0
24.445,1.0,1.0,1.0
24.545,1.0,1.0,1.0
24.65,1.0,1.0,1.0
24.752,1.0,1.0,1.0
24.855,1.0,1.0,1.0
24.958,1.0,1.0,1.0
25.064,1.0,1.0,1.0
25.163,1.0,1.0,1.0
25.265,1.0,1.0,1.0
25.368,1.0,1.0,1.0
25.473,1.0,1.0,1.0
25.574,1.0,1.0,1.0
25.678,1.0,1.0,1.0
25.779,1.0,1.0,1.0
25.883,1.0,1.0,1.0
25.985,1.0,1.0,1.0
26.087,1.0,1.0,1.0
26.189,1.0,1.0,1.0
26.292,1.0,1.0,1.0
26.395,1.0,1.0,1.0
26.496,1.0,1.0,1.0
26.599,1.0,1.0,1.0
26.701,1.0,1.0,1.0
26.803,1.0,1.0,1.0
26.907,1.0,1.0,1.0
27.009,1.0,1.0,1.0
27.112,1.0,1.0,1.0
27.215,1.0,1.0,1.0
27.319,1.0,1.0,1.0
27.422,1.0,1.0,1.0
27.524,1.0,1.0,1.0
27.627,1.0,1.0,1.0
27.73,1.0,1.0,1.0
27.832,1.0,1.0,1.0
27.934,1.0,1.0,1.0
28.035,1.0,1.0,1.0
28.137,1.0,1.0,1.0
28.239,1.0,1.0,1.0
28.342,1.0,1.0,1.0
28.448,1.0,1.0,1.0
28.55,1.0,1.0,1.0
28.652,1.0,1.0,1.0
28.756,1.0,1.0,1.0
28.859,1.0,1.0,1.0
28.961,1.0,1.0,1.0
29.064,1.0,1.0,1.0
29.166,1.0,1.0,1.0
29.271,1.0,1.0,1.0
29.374,1.0,1.0,1.0
29.475,1.0,1.0,1.0
29.579,1.0,1.0,1.0
29.68,1.0,1.0,1.0
29.782,1.0,1.0,1.0
29.885,1.0,1.0,1.0
29.986,1.0,1.0,1.0
30.089,1.0,1.0,1.0
30.191,1.0,1.0,1.0
30.294,1.0,1.0,1.0
30.395,1.0,1.0,1.0
30.495,1.0,1.0,1.0
30.596,1.0,1.0,1.0
30.699,1.0,1.0,1.0
30.802,1.0,1.0,1.0
30.904,1.0,1.0,1.0
31.004,1.0,1.0,1.0
31.107,1.0,1.0,1.0
31.21,1.0,1.0,1.0
