t,trav_lidar,trav_thermal_filt,trav_eff
17.696,1.0,1.0,1.0
17.796,1.0,1.0,1.0
17.898,1.0,1.0,1.0
17.997,1.0,1.0,1.0
18.099,1.0,1.0,1.0
18.2,1.0,1.0,1.0
18.3,1.0,1.0,1.0
18.403,1.0,1.0,1.0
18.505,1.0,1.0,1.0
18.611,1.0,1.0,1.0
18.712,1.0,1.0,1.0
18.815,1.0,1.0,1.0
18.918,1.0,1.0,1.0
19.02,1.0,1.0,1.0
19.123,1.0,1.0,1.0
19.226,1.0,1.0,1.0
19.328,1.0,1.0,1.0
19.429,1.0,1.0,1.0
19.531,1.0,1.0,1.0
19.632,1.0,1.0,1.0
19.732,1.0,1.0,1.0
19.833,1.0,1.0,1.0
19.935,1.0,1.0,1.0
20.038,1.0,1.0,1.0
20.139,1.0,1.0,1.0
20.24,1.0,1.0,1.0
20.342,1.0,1.0,1.0
20.444,1.0,1.0,1.0
20.548,1.0,1.0,1.0
20.65,1.0,1.0,1.0
20.753,1.0,1.0,1.0
20.854,1.0,1.0,1.0
20.958,1.0,1.0,1.0
21.06,1.0,1.0,1.0
21.162,1.0,1.0,1.0
21.263,1.0,1.0,1.0
21.365,1.0,1.0,1.0
21.467,1.0,1.0,1.0
21.571,1.0,0.994,0.994
21.674,1.0,0.991,0.991
21.778,1.0,0.9894,0.9894
21.878,1.0,0.8951,0.8951
21.978,1.0,0.8479,0.8479
22.08,1.0,0.8243,0.8243
22.184,1.0,0.7394,0.7394
22.287,1.0,0.697,0.697
22.388,1.0,0.598,0.598
22.493,1.0,0.5486,0.5486
22.598,1.0,0.4282,0.4282
22.696,1.0,0.368,0.368
22.8,1.0,0.3066,0.3066
22.9,1.0,0.2759,0.2759
23.003,1.0,0.2605,0.2605
23.103,1.0,0.2821,0.2821
23.206,1.0,0.2994,0.2994
23.305,1.0,0.3132,0.3132
23.405,1.0,0.3242,0.3242
23.508,1.0,0.3331,0.3331
23.616,1.0,0.3803,0.3803
23.719,1.0,0.4658,0.4658
23.821,1.0,0.5342,0.5342
23.921,1.0,0.6179,0.6179
24.024,1.0,0.6849,0.6849
24.127,1.0,0.7446,0.7446
24.227,1.0,0.7924,0.7924
24.328,1.0,0.8305,0.8305
24.429,1.0,0.8609,0.8609
24.53,1.0,0.8753,0.8753
24.632,1.0,0.8869,0.8869
24.735,1.0,0.8961,0.8961
24.835,1.0,0.8934,0.8934
24.937,1.0,0.892,0.892
25.038,1.0,0.8687,0.8687
25.14,1.0,0.8571,0.8571
25.24,1.0,0.8512,0.8512
25.343,1.0,0.7973,0.7973
25.444,1.0,0.7703,0.7703
25.547,1.0,0.6358,0.6358
25.651,1.0,0.5685,0.5685
25.752,1.0,0.464,0.464
25.853,1.0,0.4118,0.4118
25.955,1.0,0.3857,0.3857
26.058,1.0,0.2977,0.2977
26.158,1.0,0.2537,0.2537
26.261,1.0,0.2496,0.2496
26.363,1.0,0.2476,0.2476
26.465,1.0,0.2466,0.2466
26.568,1.0,0.2729,0.2729
26.669,1.0,0.3228,0.3228
26.773,1.0,0.3628,0.3628
26.874,1.0,0.3948,0.3948
26.975,1.0,0.4673,0.4673
27.078,1.0,0.5252,0.5252
27.182,1.0,0.5716,0.5716
27.283,1.0,0.6423,0.6423
27.385,1.0,0.6989,0.6989
27.488,1.0,0.7526,0.7526
27.591,1.0,0.7956,0.7956
27.693,1.0,0.8299,0.8299
27.797,1.0,0.7773,0.7773
27.899,1.0,0.751,0.751
28.0,1.0,0.6491,0.6491
28.105,1.0,0.5981,0.5981
28.207,1.0,0.5726,0.5726
28.31,1.0,0.4854,0.4854
28.41,1.0,0.4418,0.4418
28.511,1.0,0.42,0.42
28.613,1.0,0.3106,0.3106
28.714,1.0,0.2559,0.2559
28.817,1.0,0.2213,0.2213
28.918,1.0,0.2041,0.2041
29.021,1.0,0.2245,0.2245
29.125,1.0,0.2409,0.2409
29.228,1.0,0.254,0.254
29.33,1.0,0.3083,0.3083
29.431,1.0,0.3516,0.3516
29.534,1.0,0.3863,0.3863
29.64,1.0,0.4658,0.4658
29.74,1.0,0.5293,0.5293
29.841,1.0,0.6116,0.6116
29.941,1.0,0.6774,0.6774
30.045,1.0,0.73,0.73
30.145,1.0,0.7721,0.7721
30.248,1.0,0.8152,0.8152
30.351,1.0,0.8497,0.8497
30.451,1.0,0.8797,0.8797
30.555,1.0,0.9038,0.9038
30.658,1.0,0.923,0.923
30.759,1.0,0.9384,0.9384
30.861,1.0,0.9507,0.9507
30.963,1.0,0.9606,0.9606
31.065,1.0,0.9685,0.9685
31.167,1.0,0.9748,0.9748
31.269,1.0,0.9798,0.9798
31.371,1.0,0.9839,0.9839
31.472,1.0,0.9871,0.9871
31.574,1.0,0.9897,0.9897
31.676,1.0,0.9917,0.9917
31.777,1.0,0.9934,0.9934
31.879,1.0,0.9947,0.9947
31.98,1.0,0.9958,0.9958
32.079,1.0,0.9966,0.9966
32.18,1.0,0.9973,0.9973
32.284,1.0,0.9978,0.9978
32.386,1.0,0.9983,0.9983
32.488,1.0,0.9986,0.9986
32.59,1.0,0.9989,0.9989
32.691,1.0,0.9991,0.9991
32.792,1.0,0.9993,0.9993
32.893,1.0,0.9994,0.9994
32.993,1.0,0.9995,0.9995
33.095,1.0,0.9996,0.9996
33.198,1.0,0.9997,0.9997
33.3,1.0,0.9998,0.9998
33.402,1.0,0.9998,0.9998
33.504,1.0,0.9999,0.9999
33.608,1.0,0.9999,0.9999
33.708,1.0,0.9999,0.9999
33.81,1.0,0.9999,0.9999
33.912,1.0,0.9999,0.9999
34.013,1.0,1.0,1.0
34.115,1.0,1.0,1.0
34.216,1.0,1.0,1.0
34.32,1.0,1.0,1.0
34.423,1.0,1.0,1.0
34.522,1.0,1.0,1.0
34.626,1.0,1.0,1.0
34.728,1.0,1.0,1.0
34.831,1.0,1.0,1.0
34.933,1.0,1.0,1.0
35.034,1.0,1.0,1.0
35.136,1.0,1.0,1.0
35.238,1.0,1.0,1.0
35.339,1.0,1.0,1.0
35.442,1.0,1.0,1.0
35.544,1.0,1.0,1.0
35.645,1.0,1.0,1.0
35.751,1.0,1.0,1.0
35.853,1.0,1.0,1.0
35.954,1.0,1.0,1.0
36.056,1.0,1.0,1.0
36.157,1.0,1.0,1.0
36.261,1.0,1.0,1.0
36.362,1.0,1.0,1.0
36.467,1.0,1.0,1.0
36.569,1.0,1.0,1.0
36.67,1.0,1.0,1.0
36.771,1.0,1.0,1.0
36.872,1.0,1.0,1.0
36.975,1.0,1.0,1.0
37.078,1.0,1.0,1.0
37.18,1.0,1.0,1.0
37.283,1.0,1.0,1.0
37.385,1.0,1.0,1.0
37.487,1.0,1.0,1.0
37.591,1.0,1.0,1.0
37.692,1.0,1.0,1.0
37.795,1.0,1.0,1.0
37.897,1.0,1.0,1.0
37.998,1.0,1.0,1.0
38.101,1.0,1.0,1.0
38.201,1.0,1.0,1.0
38.305,1.0,1.0,1.0
38.403,1.0,1.0,1.0
38.505,1.0,1.0,1.0
38.606,1.0,1.0,1.0
38.711,1.0,1.0,1.0
38.813,1.0,1.0,1.0
38.914,1.0,1.0,1.0
39.015,1.0,1.0,1.0
39.117,1.0,0.9969,0.9969
39.221,1.0,0.9954,0.9954
39.322,1.0,0.9902,0.9902
39.424,1.0,0.9875,0.9875
39.527,1.0,0.9862,0.9862
39.629,1.0,0.9803,0.9803
39.733,1.0,0.9712,0.9712
39.834,1.0,0.9666,0.9666
39.938,1.0,0.9643,0.9643
40.039,1.0,0.9569,0.9569
40.145,1.0,0.9461,0.9461
40.249,1.0,0.9407,0.9407
40.35,1.0,0.9381,0.9381
40.455,1.0,0.9292,0.9292
40.557,1.0,0.9248,0.9248
40.661,1.0,0.9226,0.9226
40.761,1.0,0.934,0.934
40.863,1.0,0.943,0.943
40.964,1.0,0.9544,0.9544
41.065,1.0,0.9635,0.9635
41.165,1.0,0.9708,0.9708
41.27,1.0,0.9767,0.9767
41.37,1.0,0.9813,0.9813
41.473,1.0,0.9851,0.9851
41.576,1.0,0.9881,0.9881
41.679,1.0,0.9904,0.9904
41.782,1.0,0.9924,0.9924
41.884,1.0,0.9939,0.9939
41.987,1.0,0.9951,0.9951
42.087,1.0,0.9961,0.9961
42.188,1.0,0.9969,0.9969
42.289,1.0,0.9975,0.9975
42.391,1.0,0.998,0.998
42.499,1.0,0.9984,0.9984
42.602,1.0,0.9987,0.9987
42.704,1.0,0.999,0.999
42.806,1.0,0.9992,0.9992
42.908,1.0,0.9993,0.9993
43.013,1.0,0.9995,0.9995
43.115,1.0,0.9996,0.9996
43.217,1.0,0.9997,0.9997
43.32,1.0,0.9997,0.9997
43.422,1.0,0.9998,0.9998
43.525,1.0,0.9998,0.9998
43.627,1.0,0.9999,0.9999
43.728,1.0,0.9999,0.9999
43.83,1.0,0.9999,0.9999
43.938,1.0,0.9999,0.9999
44.039,1.0,0.9999,0.9999
44.142,1.0,1.0,1.0
44.245,1.0,1.0,1.0
44.347,1.0,1.0,1.0
44.452,1.0,1.0,1.0
44.553,1.0,1.0,1.0
44.655,1.0,1.0,1.0
44.756,1.0,1.0,1.0
44.857,1.0,1.0,1.0
44.958,1.0,1.0,1.0
45.059,1.0,1.0,1.0
45.16,1.0,1.0,1.0
45.263,1.0,1.0,1.0
45.364,1.0,1.0,1.0
45.466,1.0,1.0,1.0
45.565,1.0,1.0,1.0
45.67,1.0,1.0,1.0
45.771,1.0,0.9995,0.9995
45.874,1.0,0.9992,0.9992
45.977,1.0,0.9991,0.9991
46.082,1.0,0.994,0.994
46.185,1.0,0.9915,0.9915
46.288,1.0,0.9902,0.9902
46.392,1.0,0.9736,0.9736
46.494,1.0,0.9653,0.9653
46.596,1.0,0.9262,0.9262
46.699,1.0,0.9067,0.9067
46.802,1.0,0.8556,0.8556
46.905,1.0,0.83,0.83
47.007,1.0,0.8093,0.8093
47.111,1.0,0.7989,0.7989
47.214,1.0,0.7955,0.7955
47.317,1.0,0.7938,0.7938
47.419,1.0,0.7929,0.7929
47.52,1.0,0.806,0.806
47.622,1.0,0.8164,0.8164
47.728,1.0,0.8417,0.8417
47.828,1.0,0.862,0.862
47.929,1.0,0.8781,0.8781
48.031,1.0,0.9025,0.9025
48.134,1.0,0.922,0.922
48.234,1.0,0.9376,0.9376
48.339,1.0,0.95,0.95
48.442,1.0,0.96,0.96
48.545,1.0,0.968,0.968
48.648,1.0,0.9744,0.9744
48.75,1.0,0.9795,0.9795
48.855,1.0,0.9836,0.9836
48.955,1.0,0.9869,0.9869
49.057,1.0,0.9895,0.9895
49.16,1.0,0.9916,0.9916
49.261,1.0,0.9933,0.9933
49.367,1.0,0.9946,0.9946
49.468,1.0,0.9957,0.9957
49.569,1.0,0.9966,0.9966
49.671,1.0,0.9973,0.9973
49.772,1.0,0.9978,0.9978
49.874,1.0,0.9982,0.9982
49.977,1.0,0.9986,0.9986
50.079,1.0,0.9989,0.9989
50.181,1.0,0.9991,0.9991
50.282,1.0,0.9993,0.9993
50.386,1.0,0.9994,0.9994
50.49,1.0,0.9995,0.9995
50.594,1.0,0.9996,0.9996
50.695,1.0,0.9997,0.9997
50.798,1.0,0.9998,0.9998
50.901,1.0,0.9998,0.9998
51.006,1.0,0.9998,0.9998
51.108,1.0,0.9999,0.9999
51.209,1.0,0.9999,0.9999
51.312,1.0,0.9999,0.9999
51.414,1.0,0.9999,0.9999
51.518,1.0,1.0,1.0
51.619,1.0,1.0,1.0
51.721,1.0,1.0,1.0
51.824,1.0,1.0,1.0
51.926,1.0,1.0,1.0
52.029,1.0,1.0,1.0
52.132,1.0,1.0,1.0
52.234,1.0,1.0,1.0
52.336,1.0,1.0,1.0
52.438,1.0,1.0,1.0
52.541,1.0,1.0,1.0
52.644,1.0,1.0,1.0
52.746,1.0,1.0,1.0
52.849,1.0,1.0,1.0
52.951,1.0,1.0,1.0
53.055,1.0,1.0,1.0
53.155,1.0,1.0,1.0
53.258,1.0,1.0,1.0
53.362,1.0,1.0,1.0
53.465,1.0,1.0,1.0
53.569,1.0,1.0,1.0
53.67,1.0,1.0,1.0
53.773,1.0,1.0,1.0
53.876,1.0,1.0,1.0
53.977,1.0,1.0,1.0
54.078,1.0,1.0,1.0
54.181,1.0,1.0,1.0
54.283,1.0,1.0,1.0
54.384,1.0,1.0,1.0
54.486,1.0,1.0,1.0
54.589,1.0,1.0,1.0
54.691,1.0,1.0,1.0
54.791,1.0,1.0,1.0
54.894,1.0,1.0,1.0
54.995,1.0,1.0,1.0
55.098,1.0,1.0,1.0
55.204,1.0,1.0,1.0
55.305,1.0,1.0,1.0
55.41,1.0,1.0,1.0
55.514,1.0,1.0,1.0
55.617,1.0,1.0,1.0
55.72,1.0,1.0,1.0
55.824,1.0,1.0,1.0
55.926,1.0,1.0,1.0
56.028,1.0,1.0,1.0
56.132,1.0,1.0,1.0
56.232,1.0,1.0,1.0
56.332,1.0,1.0,1.0
56.434,1.0,1.0,1.0
56.536,1.0,1.0,1.0
56.639,1.0,1.0,1.0
56.741,1.0,1.0,1.0
56.842,1.0,1.0,1.0
56.946,1.0,1.0,1.0
57.048,1.0,1.0,1.0
57.148,1.0,1.0,1.0
57.256,1.0,1.0,1.0
57.358,1.0,1.0,1.0
57.46,1.0,1.0,1.0
57.561,1.0,1.0,1.0
57.665,1.0,1.0,1.0
57.766,1.0,1.0,1.0
57.867,1.0,1.0,1.0
57.968,1.0,1.0,1.0
58.072,1.0,1.0,1.0
58.171,1.0,1.0,1.0
58.272,1.0,1.0,1.0
58.373,1.0,1.0,1.0
58.475,1.0,1.0,1.0
58.577,1.0,1.0,1.0
58.677,1.0,1.0,1.0
58.779,1.0,1.0,1.0
58.881,1.0,1.0,1.0
58.982,1.0,1.0,1.0
59.083,1.0,1.0,1.0
59.184,1.0,1.0,1.0
59.285,1.0,1.0,1.0
59.389,1.0,1.0,1.0
59.491,1.0,1.0,1.0
59.592,1.0,1.0,1.0
59.694,1.0,1.0,1.0
59.794,1.0,1.0,1.0
59.897,1.0,1.0,1.0
59.999,1.0,1.0,1.0
60.101,1.0,1.0,1.0
60.204,1.0,1.0,1.0
60.306,1.0,1.0,1.0
60.407,1.0,1.0,1.0
60.508,1.0,1.0,1.0
60.61,1.0,1.0,1.0
60.71,1.0,1.0,1.0
60.812,1.0,1.0,1.0
60.915,1.0,1.0,1.0
61.018,1.0,1.0,1.0
61.121,1.0,1.0,1.0
61.224,1.0,1.0,1.0
